WKT;GID;ID_HOJA;TIPO;CATEGORIA;PROCEDENCI;COTA
"LINESTRING (440675.4 4106319.93,440670.97 4106322.69,440666.96 4106326.35,440665.15 4106330.44,440664.95 4106335.46,440666.77 4106340.7,440669.25 4106342.7,440674.38 4106344.42,440679.8 4106344.52,440685.13 4106343.42,440690.32 4106341.32,440694.75 4106338.61,440698.49 4106335.0,440700.62 4106330.14,440700.19 4106326.38,440698.02 4106323.2,440694.1 4106320.67,440689.16 4106319.53,440675.4 4106319.93)";"122602";"102632";CGN;NOR;CMB;"770"
"LINESTRING (440972.52 4106237.28,440972.4 4106232.04,440972.15 4106226.75,440967.68 4106204.44,440964.32 4106205.94,440963.48 4106208.23,440962.08 4106213.03,440960.59 4106219.28,440959.9 4106224.26,440958.99 4106229.78,440958.44 4106234.81,440958.11 4106240.01,440958.05 4106245.3,440958.04 4106250.86,440958.16 4106255.93,440958.41 4106261.44,440959.21 4106266.96,440960.76 4106272.24,440971.61 4106288.61,440974.39 4106281.06,440974.85 4106275.81,440974.77 4106270.3,440972.52 4106237.28)";"172684";"102632";CGN;NOR;CMB;"780"
"LINESTRING (440976.2 4106311.24,440973.32 4106318.03,440973.13 4106323.23,440973.29 4106328.26,440973.5 4106333.37,440973.76 4106339.73,440974.28 4106344.93,440974.76 4106350.18,440975.15 4106355.29,440975.27 4106360.94,440975.57 4106366.27,440977.22 4106383.16,440981.36 4106384.03,440984.26 4106382.85,440986.76 4106379.78,440987.63 4106375.83,440987.91 4106370.67,440987.97 4106365.25,440987.85 4106360.0,440987.11 4106354.98,440985.73 4106349.88,440984.53 4106344.41,440984.1 4106339.26,440983.98 4106333.75,440983.14 4106328.19,440982.12 4106323.22,440981.29 4106318.02,440976.2 4106311.24)";"186391";"102632";CGN;NOR;CMB;"780"
"LINESTRING (439607.64 4106370.11,439606.15 4106366.87,439602.74 4106366.01,439597.49 4106365.9,439586.87 4106369.31,439579.08 4106378.54,439579.69 4106382.64,439582.65 4106388.27,439586.26 4106391.68,439595.4 4106391.88,439598.34 4106390.67,439607.13 4106380.05,439607.64 4106370.11)";"287437";"102632";CGN;NOR;CMB;"770"
"LINESTRING (446310.58 4105625.92,446300.85 4105620.34,446288.15 4105619.26,446285.58 4105616.63,446278.23 4105608.38,446261.55 4105582.15,446257.27 4105566.17,446247.04 4105546.1,446241.38 4105527.68,446241.91 4105517.83,446247.04 4105489.65,446250.9 4105481.57,446255.61 4105475.82,446275.12 4105458.58,446298.76 4105428.84,446309.26 4105418.58)";"387520";"102632";CGN;NOR;CMB;"830"
"LINESTRING (438898.07 4104711.38,438915.01 4104696.29,438928.41 4104689.22,438936.22 4104682.14,438947.17 4104668.36,438951.78 4104657.37,438954.51 4104644.45,438950.46 4104626.64,438947.02 4104617.35,438937.2 4104612.92,438926.59 4104611.67,438907.91 4104616.8,438898.29 4104617.3,438897.39 4104617.19)";"393791";"102632";CGN;NOR;CMB;"770"
"LINESTRING (438907.8 4106055.39,438931.03 4106058.93,438946.04 4106067.7,438964.92 4106085.87,438986.87 4106102.91,438996.3 4106113.71,439017.52 4106158.62,439024.5 4106179.06,439034.06 4106195.93,439042.54 4106207.79,439052.24 4106218.4,439063.4 4106227.9,439075.97 4106235.53,439079.41 4106239.01,439080.54 4106258.21,439084.94 4106260.06,439087.07 4106259.66,439093.4 4106239.49,439094.15 4106235.74,439093.05 4106225.18,439086.64 4106208.87,439076.63 4106193.29,439072.97 4106184.97,439069.6 4106168.1,439067.71 4106137.92,439063.72 4106118.78,439064.58 4106100.0,439069.81 4106077.87,439069.4 4106052.39,439072.88 4106045.23,439076.36 4106043.27,439086.32 4106042.6,439105.83 4106050.09,439108.07 4106049.92,439114.1 4106046.92,439126.98 4106035.34,439131.06 4106033.4,439149.72 4106030.9,439166.56 4106033.29,439176.39 4106037.5,439191.55 4106048.91,439206.76 4106064.25,439212.65 4106065.73,439221.31 4106063.34,439244.88 4106047.55,439253.46 4106048.46,439257.51 4106051.07,439266.12 4106064.52,439276.88 4106088.82,439296.07 4106118.62,439298.42 4106127.37,439297.79 4106137.38,439292.39 4106154.25,439290.42 4106168.52,439291.62 4106183.95,439296.77 4106198.75,439296.44 4106208.68,439289.6 4106218.38,439281.82 4106224.44,439275.32 4106228.1,439252.67 4106236.08,439245.69 4106240.39,439241.07 4106248.82,439234.59 4106279.9,439222.83 4106299.45,439219.5 4106308.39,439218.02 4106317.85,439218.88 4106322.17,439221.87 4106328.67,439235.2 4106348.53,439236.54 4106353.48,439238.61 4106367.67,439235.95 4106378.23,439216.55 4106399.19,439213.1 4106409.72,439209.27 4106438.18,439206.31 4106448.86,439188.84 4106481.9,439170.77 4106503.47,439123.1 4106545.84,439113.25 4106555.9,439109.01 4106562.79,439104.88 4106580.63,439107.45 4106611.45,439101.36 4106639.27,439099.88 4106643.38,439095.81 4106648.51,439092.42 4106659.71,439096.09 4106663.35,439100.79 4106663.82,439140.35 4106662.56,439166.56 4106664.47,439186.52 4106668.65,439195.69 4106674.34,439201.34 4106679.87,439215.7 4106699.82,439217.17 4106708.35,439214.27 4106716.32,439201.59 4106739.41,439190.15 4106763.78,439178.76 4106781.98,439159.78 4106802.54,439126.89 4106826.04,439114.46 4106837.44,439105.62 4106848.49,439098.44 4106862.77,439094.28 4106880.77,439098.34 4106902.6,439097.25 4106941.83,439104.37 4106966.54,439105.58 4106981.13,439097.07 4107058.0,439083.38 4107095.85,439069.22 4107118.96,439065.48 4107131.18,439063.13 4107150.45,439063.9 4107161.02,439066.55 4107169.76,439077.13 4107183.7,439093.47 4107198.72,439096.53 4107201.17,439105.95 4107204.82,439111.7 4107205.23,439125.85 4107202.48,439135.79 4107202.39,439146.0 4107206.45,439155.47 4107216.35,439167.37 4107232.88,439185.48 4107244.93,439190.49 4107254.1,439194.44 4107269.35,439194.3 4107280.81,439185.18 4107321.32,439182.63 4107360.44,439183.62 4107376.32,439191.44 4107409.93,439194.26 4107436.75,439191.43 4107464.98,439190.9 4107484.74,439188.28 4107498.87,439184.38 4107507.7,439179.56 4107513.11,439172.88 4107517.57,439167.86 4107519.31,439158.15 4107519.14,439147.21 4107516.99,439130.87 4107510.19,439115.06 4107497.31,439071.61 4107449.78,439049.94 4107421.06,439046.07 4107417.23,439041.87 4107415.83,439036.95 4107415.6,439033.5 4107417.18,439026.62 4107425.14,439016.27 4107459.71,439025.08 4107500.89,439032.36 4107525.74,439039.18 4107540.45,439061.2 4107574.94,439085.39 4107640.1,439143.26 4107698.98,439155.97 4107720.3,439160.85 4107734.9,439163.07 4107746.35,439164.66 4107761.48,439162.2 4107775.8,439159.05 4107783.16,439148.47 4107791.95,439130.25 4107793.29,439107.65 4107788.85,439097.66 4107788.23,439085.34 4107789.59,439070.81 4107794.2,439061.04 4107794.72,439046.07 4107791.51,439025.54 4107783.16,439015.32 4107781.7,439010.59 4107784.01,439005.18 4107788.75,439004.45 4107797.03,439006.28 4107806.1,439017.53 4107839.79,439040.85 4107880.02,439052.6 4107889.79,439077.25 4107904.3,439096.57 4107920.48,439111.05 4107941.0,439146.7 4108000.59,439165.64 4108027.36,439176.93 4108040.67,439186.8 4108060.5,439189.4 4108079.68,439186.82 4108101.08,439180.87 4108110.42,439172.07 4108120.78,439165.55 4108131.93,439161.73 4108145.76,439162.57 4108180.88,439157.1 4108191.38,439146.9 4108201.1,439136.42 4108206.0,439127.18 4108208.13,439112.02 4108206.61,439098.66 4108201.61,439085.29 4108186.82,439065.43 4108170.93,439056.16 4108156.53,439042.42 4108120.88,439036.53 4108114.27,439030.78 4108114.44,438967.07 4108158.13,438958.76 4108162.35,438942.68 4108168.02,438923.13 4108172.9)";"393800";"102632";CGN;NOR;CMB;"810"
"LINESTRING (441321.06 4104320.91,441317.5 4104337.99,441312.07 4104347.23,441306.63 4104351.67,441284.77 4104355.76,441271.55 4104362.02,441266.69 4104366.9,441260.19 4104391.16,441259.71 4104431.32,441257.54 4104437.73,441230.8 4104420.86,441217.62 4104415.9,441205.15 4104416.19,441186.87 4104422.29,441177.47 4104423.85,441167.56 4104424.08,441151.41 4104421.75,441142.46 4104423.17,441135.09 4104434.81,441132.73 4104442.59,441132.58 4104462.68,441134.98 4104478.43,441135.31 4104483.06,441135.43 4104488.27,441137.38 4104493.2,441140.64 4104497.67,441144.56 4104501.29,441148.62 4104504.78,441153.35 4104508.13,441158.57 4104511.42,441163.52 4104513.96,441168.61 4104516.18,441173.43 4104518.72,441178.25 4104521.93,441182.48 4104525.1,441186.4 4104528.5,441190.33 4104532.48,441193.22 4104536.82,441194.32 4104541.67,441193.71 4104545.26,441190.81 4104548.51,441186.01 4104550.37,441180.94 4104550.71,441175.99 4104549.88,441170.86 4104548.1,441165.82 4104545.75,441160.92 4104542.94,441155.96 4104539.95,441151.01 4104537.1,441146.42 4104534.47,441141.51 4104531.62,441136.78 4104529.8,441131.66 4104528.7,441125.51 4104528.42,441116.5 4104530.87,441112.8 4104533.42,441108.26 4104539.06,441105.47 4104545.18,441101.57 4104562.13,441099.34 4104586.44,441100.06 4104596.77,441102.79 4104607.79,441106.33 4104613.98,441119.33 4104627.19,441121.1 4104637.7,441126.23 4104647.23,441138.4 4104657.98,441152.63 4104677.48,441166.46 4104707.56,441172.43 4104716.74,441181.97 4104727.35,441187.04 4104731.07,441197.3 4104734.15,441206.93 4104733.27,441216.99 4104727.59,441234.19 4104715.27,441257.46 4104703.96,441266.75 4104701.56,441286.46 4104701.8,441311.6 4104691.86,441325.58 4104688.55,441336.36 4104690.92,441356.59 4104699.67,441366.6 4104702.51,441381.37 4104701.13,441387.63 4104701.72,441394.55 4104706.27,441397.32 4104710.4,441398.86 4104716.23,441399.62 4104726.37,441395.71 4104738.61,441388.82 4104749.37,441378.16 4104758.82,441369.58 4104770.62,441342.98 4104818.01,441328.89 4104870.37,441306.71 4104917.34,441299.07 4104941.14,441296.31 4104956.14,441297.44 4104967.55,441303.04 4104976.62,441307.18 4104980.54,441329.01 4104987.86,441331.42 4104996.56,441330.09 4105001.37,441308.01 4105039.01,441299.15 4105050.31,441287.95 4105068.96,441275.33 4105085.97,441260.42 4105112.09,441255.54 4105125.45,441254.46 4105148.67,441246.59 4105167.41,441240.17 4105192.29,441237.75 4105196.74,441236.96 4105197.98,441188.19 4105216.64,441184.32 4105216.29,441166.98 4105208.14,441120.79 4105148.5,441100.03 4105118.32,441094.13 4105104.45,441090.53 4105086.81,441087.15 4105077.88,441076.7 4105067.26,441066.92 4105061.34,441047.69 4105054.27,441025.85 4105050.13,440976.73 4105037.71,440979.63 4105056.58,440978.68 4105060.11,440974.04 4105068.28,440963.86 4105078.35,440952.37 4105093.03,440926.67 4105142.55,440917.04 4105153.83,440908.61 4105159.14,440886.87 4105162.87,440869.45 4105169.5,440852.2 4105174.33,440839.13 4105179.28,440819.73 4105190.02,440797.11 4105198.16,440781.67 4105208.06,440764.96 4105225.78,440756.32 4105239.82,440746.71 4105267.81,440744.16 4105288.98,440743.83 4105344.24,440741.65 4105357.96,440737.79 4105369.42,440733.88 4105375.28,440728.0 4105379.18,440720.39 4105387.94,440711.81 4105403.61,440696.78 4105418.13,440681.07 4105437.44,440656.42 4105480.88,440644.43 4105505.29,440615.7 4105549.28,440577.48 4105589.05,440567.69 4105597.06,440547.7 4105595.01,440513.96 4105596.85,440485.87 4105591.18,440470.04 4105590.59,440466.33 4105591.51,440462.55 4105594.31,440443.56 4105614.97,440428.42 4105637.43,440416.72 4105662.72,440403.2 4105708.95,440392.57 4105758.73,440386.64 4105773.39,440375.65 4105787.43,440367.17 4105795.54,440355.83 4105801.2,440345.66 4105802.13,440336.76 4105799.03,440325.16 4105786.28,440307.15 4105752.28,440303.74 4105747.86,440297.03 4105743.49,440286.27 4105741.64,440266.48 4105748.28,440256.83 4105753.95,440237.05 4105778.81,440213.77 4105795.81,440209.06 4105800.67,440196.25 4105805.36,440191.5 4105803.26,440186.24 4105798.56,440187.52 4105767.36,440185.89 4105758.76,440180.11 4105749.5,440169.4 4105739.76,440157.62 4105731.34,440146.65 4105718.42,440135.66 4105686.13,440132.17 4105668.73,440132.66 4105648.86,440135.77 4105637.25,440142.69 4105627.92,440157.76 4105617.25,440165.57 4105609.4,440168.99 4105601.79,440172.21 4105588.6,440177.96 4105577.36,440187.46 4105568.83,440206.61 4105558.21,440213.51 4105544.43,440221.49 4105532.94,440244.23 4105515.61,440255.5 4105496.85,440260.21 4105491.63,440278.23 4105479.13,440284.93 4105477.28,440297.07 4105477.71,440311.67 4105483.19,440334.69 4105497.12,440344.65 4105498.09,440347.18 4105496.52,440350.14 4105482.34,440350.77 4105452.59,440352.18 4105443.37,440356.59 4105432.65,440366.1 4105420.81,440374.24 4105416.32,440387.2 4105413.84,440398.03 4105415.65,440415.63 4105421.22,440421.29 4105422.17,440425.91 4105421.49,440428.24 4105419.83,440432.22 4105413.45,440443.73 4105388.72,440447.1 4105384.38,440455.56 4105379.37,440464.56 4105376.99,440487.66 4105376.25,440495.96 4105369.85,440512.32 4105333.52,440516.08 4105330.75,440519.74 4105329.9,440535.58 4105330.13,440546.81 4105328.1,440558.61 4105319.78,440570.51 4105307.63,440575.49 4105299.13,440576.04 4105295.73,440574.46 4105284.94,440561.59 4105248.3,440561.82 4105243.0,440564.53 4105235.56,440576.51 4105227.78,440635.72 4105209.8,440647.11 4105204.44,440655.38 4105196.32,440666.17 4105177.11,440674.5 4105158.73,440679.79 4105137.23,440687.34 4105128.36,440736.03 4105100.25,440746.02 4105097.47,440764.4 4105097.23,440773.57 4105095.88,440786.59 4105092.31,440792.7 4105088.05,440799.08 4105076.93,440812.56 4105038.05,440819.67 4105021.52,440828.5 4105009.45,440836.6 4105002.05,440839.93 4104999.75,440849.13 4104997.48,440863.89 4104996.25,440920.85 4105010.49,440922.62 4105006.59,440907.28 4104981.82,440882.0 4104957.42,440862.5 4104933.26,440854.46 4104918.09,440852.25 4104908.03,440853.61 4104898.34,440856.75 4104892.29,440865.92 4104878.76,440885.1 4104855.6,440894.47 4104838.42,440901.52 4104817.42,440904.16 4104793.75,440903.38 4104787.77,440897.36 4104782.79,440872.83 4104777.54,440853.61 4104775.29,440836.05 4104770.75,440806.96 4104757.54,440789.78 4104748.23,440785.95 4104744.57,440781.86 4104737.83,440779.96 4104731.38,440777.4 4104687.25,440772.59 4104677.71,440766.09 4104671.32,440754.83 4104667.5,440729.32 4104668.27,440686.43 4104667.41,440640.42 4104670.34,440635.49 4104670.06,440629.52 4104666.4,440627.87 4104660.2,440631.16 4104652.56,440633.96 4104633.54,440638.56 4104616.11,440638.57 4104606.07,440637.14 4104600.19,440634.46 4104595.73,440624.53 4104586.5,440610.64 4104580.67,440596.05 4104577.85,440547.27 4104573.13,440521.61 4104577.42,440501.75 4104582.55,440494.5 4104585.66,440483.16 4104593.82,440471.5 4104607.37,440464.35 4104618.2,440443.75 4104658.0,440435.12 4104666.07,440425.84 4104670.23,440410.23 4104669.92,440401.51 4104667.32,440386.36 4104658.71,440377.36 4104655.88,440373.14 4104655.36,440365.84 4104656.87,440359.83 4104660.27,440354.72 4104665.32,440350.5 4104676.79,440337.31 4104698.03,440316.31 4104711.29,440294.61 4104727.83,440285.33 4104731.97,440279.61 4104727.45,440279.56 4104721.39,440294.89 4104684.41,440300.35 4104666.99,440306.94 4104637.87,440306.92 4104627.4,440301.82 4104618.5,440296.13 4104612.89,440268.32 4104590.49,440247.2 4104571.54,440226.23 4104555.19,440208.87 4104548.34,440205.51 4104548.47,440186.09 4104557.08,440138.16 4104568.15,440116.42 4104571.27,440107.28 4104573.88,440097.55 4104578.07,440087.34 4104584.66,440074.66 4104598.28,440048.89 4104636.64,440032.26 4104657.57,440016.5 4104672.34,439985.31 4104696.51,439975.02 4104699.95,439966.68 4104697.83,439965.16 4104678.99,439966.51 4104671.24,439968.51 4104666.66,439975.99 4104656.63,439994.24 4104614.31,440024.59 4104558.58,440029.57 4104541.19,440030.77 4104517.03,440033.12 4104503.1,440038.71 4104490.06,440049.72 4104471.05,440067.41 4104445.41,440077.63 4104435.83,440089.86 4104429.11,440098.89 4104427.71,440105.75 4104428.76,440119.02 4104438.23,440136.73 4104448.94,440139.04 4104449.29,440141.71 4104442.68,440138.99 4104416.4,440150.51 4104396.9,440173.67 4104347.79,440178.32 4104330.24,440178.37 4104328.93)";"393893";"102632";CGN;MAE;CMB;"800"
