WKT;GID;ID_HOJA;TIPO;ESTADO
"POLYGON ((445200.32 4104891.41,445205.26 4104894.98,445210.2 4104898.55,445213.8 4104893.57,445217.39 4104888.6,445212.45 4104885.03,445207.51 4104881.46,445203.92 4104886.43,445200.32 4104891.41))";"821734";"102632";EDI;USO
"POLYGON ((445205.58 4104549.98,445210.48 4104556.0,445215.37 4104562.03,445220.27 4104568.05,445221.7 4104569.49,445224.8 4104567.02,445223.54 4104565.44,445220.47 4104561.36,445217.4 4104557.28,445220.32 4104554.95,445216.89 4104550.65,445213.46 4104546.35,445210.57 4104548.66,445209.27 4104547.03,445205.58 4104549.98))";"821735";"102632";EDI;USO
"POLYGON ((445393.57 4104746.17,445396.89 4104750.55,445402.48 4104746.33,445408.06 4104742.12,445403.87 4104736.57,445401.35 4104738.47,445399.15 4104735.56,445393.25 4104740.02,445387.34 4104744.48,445390.42 4104748.55,445393.57 4104746.17))";"821736";"102632";EDI;USO
"POLYGON ((445422.73 4104611.23,445426.35 4104615.29,445428.75 4104613.14,445432.77 4104617.64,445436.79 4104622.14,445440.98 4104618.27,445443.61 4104615.83,445437.77 4104609.3,445431.93 4104602.78,445427.33 4104607.0,445422.73 4104611.23))";"821737";"102632";EDI;USO
"POLYGON ((445357.79 4104640.25,445359.75 4104642.82,445364.45 4104648.97,445367.01 4104652.33,445374.4 4104646.68,445371.84 4104643.33,445374.19 4104641.54,445375.44 4104640.58,445372.11 4104636.22,445368.78 4104631.86,445363.29 4104636.05,445357.79 4104640.25))";"821738";"102632";EDI;USO
"POLYGON ((445247.02 4104908.2,445249.85 4104910.18,445254.68 4104913.56,445259.51 4104916.94,445263.11 4104911.8,445266.08 4104913.88,445269.91 4104908.42,445264.72 4104904.78,445259.52 4104901.15,445257.82 4104903.57,445255.69 4104902.08,445252.74 4104900.02,445247.02 4104908.2))";"821739";"102632";EDI;USO
"POLYGON ((445360.62 4104993.5,445366.3 4104997.54,445368.98 4104999.45,445371.7 4104995.62,445378.74 4105000.63,445384.02 4104993.21,445385.47 4104991.17,445382.23 4104988.86,445383.04 4104987.71,445379.43 4104985.14,445377.16 4104988.33,445374.13 4104986.17,445371.84 4104989.39,445370.36 4104988.34,445368.41 4104991.07,445364.38 4104988.21,445360.62 4104993.5))";"821740";"102632";EDI;USO
"POLYGON ((445335.43 4104959.55,445334.2 4104961.26,445331.46 4104965.07,445328.89 4104963.22,445325.94 4104967.32,445330.01 4104970.24,445334.07 4104973.17,445335.58 4104971.08,445338.67 4104973.3,445342.85 4104967.48,445339.85 4104965.32,445343.82 4104959.8,445346.74 4104955.74,445339.35 4104950.42,445336.67 4104954.16,445334.23 4104952.41,445331.25 4104956.55,445335.43 4104959.55))";"821742";"102632";EDI;USO
"POLYGON ((445504.01 4104761.29,445499.48 4104767.36,445497.77 4104769.66,445502.68 4104773.32,445507.59 4104776.99,445512.32 4104770.65,445517.04 4104764.32,445513.92 4104761.99,445515.71 4104759.59,445510.04 4104755.37,445508.26 4104757.77,445507.22 4104756.99,445503.03 4104753.87,445499.82 4104758.17,445501.92 4104759.73,445504.01 4104761.29))";"821743";"102632";EDI;USO
"POLYGON ((446239.09 4106137.68,446235.51 4106139.03,446236.41 4106141.54,446238.21 4106146.52,446241.38 4106145.36,446242.1 4106145.11,446241.64 4106143.89,446240.22 4106140.11,446239.09 4106137.68))";"821744";"102632";EDI;USO
"POLYGON ((444993.38 4104369.43,444983.78 4104385.62,444991.05 4104389.93,445000.65 4104373.74,444993.38 4104369.43))";"821745";"102632";EDI;USO
"POLYGON ((444958.85 4104370.59,444961.99 4104379.56,444965.13 4104388.53,444970.82 4104386.59,444976.5 4104384.65,444973.35 4104375.67,444970.19 4104366.68,444964.52 4104368.64,444958.85 4104370.59))";"821746";"102632";EDI;USO
"POLYGON ((444974.5 4104415.01,444971.55 4104413.66,444973.4 4104409.63,444968.51 4104407.39,444963.62 4104405.15,444961.09 4104410.68,444960.08 4104412.9,444959.84 4104413.41,444964.48 4104415.54,444969.12 4104417.66,444972.56 4104419.23,444972.73 4104418.87,444974.5 4104415.01))";"821747";"102632";EDI;USO
"POLYGON ((444939.84 4104498.97,444943.56 4104491.0,444945.64 4104491.97,444947.71 4104487.52,444942.72 4104485.21,444937.74 4104482.89,444935.84 4104486.97,444933.68 4104491.61,444931.96 4104495.31,444939.84 4104498.97))";"821748";"102632";EDI;USO
"POLYGON ((445432.68 4104912.39,445423.94 4104922.21,445427.68 4104925.54,445436.42 4104915.72,445432.68 4104912.39))";"821749";"102632";EDI;USO
"POLYGON ((445412.13 4104899.13,445407.82 4104896.19,445399.63 4104908.16,445403.94 4104911.11,445412.13 4104899.13))";"821750";"102632";EDI;USO
"POLYGON ((444963.15 4104492.56,444959.13 4104501.6,444955.75 4104509.2,444954.94 4104511.01,444954.34 4104512.36,444953.37 4104514.56,444951.93 4104517.81,444950.94 4104520.05,444949.6 4104523.07,444948.59 4104525.34,444946.16 4104530.84,444954.34 4104534.41,444955.47 4104534.9,444956.81 4104531.85,444957.91 4104529.36,444960.44 4104523.64,444962.96 4104517.92,444965.02 4104513.3,444968.72 4104504.99,444972.41 4104496.67,444971.93 4104496.46,444968.78 4104495.06,444963.15 4104492.56))";"821751";"102632";EDI;USO
"POLYGON ((445169.54 4104411.65,445166.81 4104404.09,445157.53 4104407.44,445160.25 4104414.99,445169.54 4104411.65))";"821752";"102632";EDI;USO
"POLYGON ((444939.36 4104544.37,444934.33 4104557.45,444946.46 4104562.12,444951.49 4104549.04,444939.36 4104544.37))";"821753";"102632";EDI;USO
"POLYGON ((445486.02 4104564.7,445481.95 4104559.92,445475.04 4104565.82,445478.93 4104570.38,445485.47 4104565.11,445486.02 4104564.7))";"821754";"102632";EDI;USO
"POLYGON ((445610.41 4104760.66,445619.02 4104776.74,445624.82 4104773.64,445616.2 4104757.55,445610.41 4104760.66))";"821755";"102632";EDI;USO
"POLYGON ((445484.37 4104980.7,445500.95 4104991.6,445506.51 4104983.15,445489.93 4104972.25,445484.37 4104980.7))";"821756";"102632";EDI;USO
"POLYGON ((445574.54 4104834.29,445581.48 4104824.54,445569.73 4104816.17,445562.79 4104825.91,445574.54 4104834.29))";"821757";"102632";EDI;USO
"POLYGON ((445596.1 4104850.64,445602.33 4104841.87,445596.34 4104837.61,445590.11 4104846.38,445596.1 4104850.64))";"821758";"102632";EDI;USO
"POLYGON ((445730.1 4104772.89,445733.33 4104765.94,445727.96 4104763.44,445724.72 4104770.39,445730.1 4104772.89))";"821759";"102632";EDI;USO
"POLYGON ((445605.89 4104899.81,445615.62 4104888.9,445611.86 4104885.55,445602.13 4104896.45,445605.89 4104899.81))";"821760";"102632";EDI;USO
"POLYGON ((445417.94 4104980.58,445430.48 4104979.1,445429.59 4104971.61,445417.06 4104973.09,445417.94 4104980.58))";"821761";"102632";EDI;USO
"POLYGON ((445438.12 4104960.43,445442.92 4104952.44,445434.59 4104947.43,445429.79 4104955.42,445438.12 4104960.43))";"821762";"102632";EDI;USO
"POLYGON ((445416.12 4104958.34,445405.28 4104951.49,445400.3 4104959.37,445411.14 4104966.22,445416.12 4104958.34))";"821763";"102632";EDI;USO
"POLYGON ((445279.66 4104918.58,445285.75 4104922.93,445294.74 4104910.37,445288.66 4104906.01,445279.66 4104918.58))";"821764";"102632";EDI;USO
"POLYGON ((445410.44 4104767.02,445421.34 4104757.14,445412.11 4104746.95,445401.21 4104756.83,445410.44 4104767.02))";"821765";"102632";EDI;USO
"POLYGON ((445366.42 4104710.17,445361.56 4104702.9,445351.84 4104709.4,445356.71 4104716.67,445366.42 4104710.17))";"821766";"102632";EDI;USO
"POLYGON ((445375.0 4104733.92,445378.5 4104738.96,445390.8 4104730.42,445387.31 4104725.38,445375.0 4104733.92))";"821767";"102632";EDI;USO
"POLYGON ((445329.0 4104676.46,445324.47 4104669.55,445313.64 4104676.64,445318.17 4104683.55,445329.0 4104676.46))";"821768";"102632";EDI;USO
"POLYGON ((445315.52 4104665.54,445311.62 4104659.24,445301.77 4104665.34,445305.67 4104671.64,445315.52 4104665.54))";"821769";"102632";EDI;USO
"POLYGON ((445306.43 4104651.22,445302.16 4104644.9,445292.54 4104651.4,445296.8 4104657.71,445306.43 4104651.22))";"821770";"102632";EDI;USO
"POLYGON ((445297.69 4104637.11,445293.27 4104631.18,445282.54 4104639.17,445286.96 4104645.1,445297.69 4104637.11))";"821771";"102632";EDI;USO
"POLYGON ((445285.2 4104625.24,445280.75 4104618.79,445271.53 4104625.15,445275.98 4104631.6,445285.2 4104625.24))";"821774";"102632";EDI;USO
"POLYGON ((445274.27 4104612.14,445270.28 4104606.73,445262.27 4104612.63,445266.26 4104618.04,445274.27 4104612.14))";"821775";"102632";EDI;USO
"POLYGON ((445531.81 4104653.42,445523.5 4104667.55,445534.05 4104673.75,445542.36 4104659.62,445531.81 4104653.42))";"821776";"102632";EDI;USO
"POLYGON ((445166.25 4104702.65,445162.07 4104695.71,445156.71 4104698.94,445160.9 4104705.88,445166.25 4104702.65))";"821777";"102632";EDI;USO
"POLYGON ((445181.15 4104714.54,445184.81 4104720.53,445189.2 4104717.84,445191.18 4104721.09,445194.89 4104718.82,445192.5 4104714.9,445190.95 4104712.37,445189.25 4104709.59,445181.15 4104714.54))";"821778";"102632";EDI;USO
"POLYGON ((445195.0 4104747.22,445191.72 4104742.36,445184.11 4104747.49,445187.39 4104752.35,445195.0 4104747.22))";"821779";"102632";EDI;USO
"POLYGON ((445337.06 4104735.78,445331.07 4104729.54,445321.86 4104738.37,445327.86 4104744.62,445337.06 4104735.78))";"821780";"102632";EDI;USO
"POLYGON ((445386.04 4104788.62,445392.31 4104794.4,445393.51 4104793.1,445395.43 4104791.01,445397.2 4104789.09,445400.88 4104785.1,445394.6 4104779.32,445390.92 4104783.32,445387.23 4104787.32,445386.04 4104788.62))";"821781";"102632";EDI;USO
"POLYGON ((445412.95 4104498.46,445408.62 4104490.58,445401.35 4104494.57,445405.68 4104502.46,445412.95 4104498.46))";"821782";"102632";EDI;USO
"POLYGON ((445345.5 4104499.57,445335.35 4104507.82,445345.15 4104519.87,445355.3 4104511.62,445345.5 4104499.57))";"821783";"102632";EDI;USO
"POLYGON ((445138.72 4104676.74,445132.01 4104681.01,445135.35 4104686.27,445142.07 4104682.0,445138.72 4104676.74))";"821784";"102632";EDI;USO
"POLYGON ((445195.42 4104645.58,445186.33 4104632.1,445177.15 4104638.3,445186.23 4104651.77,445195.42 4104645.58))";"821785";"102632";EDI;USO
"POLYGON ((445045.16 4104661.66,445060.98 4104654.31,445057.02 4104645.77,445041.2 4104653.12,445045.16 4104661.66))";"821786";"102632";EDI;USO
"POLYGON ((445122.16 4104775.3,445118.75 4104767.65,445112.38 4104770.47,445114.86 4104776.18,445119.26 4104774.32,445120.06 4104776.23,445122.16 4104775.3))";"821787";"102632";EDI;USO
"POLYGON ((445317.91 4104990.29,445312.83 4104997.88,445321.73 4105003.85,445326.81 4104996.25,445317.91 4104990.29))";"821788";"102632";EDI;USO
"POLYGON ((445349.15 4104980.01,445347.19 4104982.56,445352.08 4104986.18,445354.04 4104983.54,445358.42 4104986.73,445363.53 4104980.16,445360.86 4104978.09,445363.07 4104975.11,445359.09 4104972.2,445355.27 4104977.14,445351.9 4104974.72,445348.26 4104979.33,445349.15 4104980.01))";"821789";"102632";EDI;USO
"POLYGON ((445308.37 4105364.64,445309.12 4105365.17,445310.64 4105366.14,445313.51 4105367.61,445322.22 4105370.91,445323.86 4105366.25,445315.35 4105363.08,445310.25 4105360.19,445308.37 4105364.64))";"821790";"102632";EDI;USO
"POLYGON ((445329.35 4105359.75,445327.48 4105366.0,445325.61 4105372.25,445333.8 4105374.81,445335.73 4105368.59,445337.65 4105362.37,445329.35 4105359.75))";"821791";"102632";EDI;USO
"POLYGON ((445357.71 4105076.93,445357.33 4105067.0,445351.08 4105067.24,445351.46 4105077.17,445357.71 4105076.93))";"821792";"102632";EDI;USO
"POLYGON ((445297.24 4105022.96,445289.37 4105035.07,445298.34 4105040.9,445306.21 4105028.79,445297.24 4105022.96))";"821793";"102632";EDI;USO
"POLYGON ((445272.44 4105018.39,445267.2 4105026.61,445276.09 4105032.29,445281.34 4105024.07,445272.44 4105018.39))";"821794";"102632";EDI;USO
"POLYGON ((445255.88 4105003.36,445262.37 4104992.2,445258.23 4104989.8,445251.74 4105000.95,445255.88 4105003.36))";"821795";"102632";EDI;USO
"POLYGON ((445210.14 4104964.29,445213.26 4104959.54,445209.55 4104957.11,445206.43 4104961.85,445210.14 4104964.29))";"821796";"102632";EDI;USO
"POLYGON ((443685.99 4104514.83,443678.41 4104518.46,443681.68 4104525.27,443688.67 4104521.92,443695.66 4104518.57,443693.95 4104515.01,443690.02 4104506.8,443683.61 4104509.87,443685.99 4104514.83))";"821797";"102632";EDI;USO
"POLYGON ((443563.65 4104817.96,443564.16 4104824.63,443564.67 4104831.3,443568.46 4104831.01,443576.32 4104830.41,443575.81 4104823.74,443575.31 4104817.07,443569.48 4104817.52,443563.65 4104817.96))";"821798";"102632";EDI;USO
"POLYGON ((443937.57 4104860.75,443937.6 4104865.47,443937.62 4104870.68,443937.65 4104875.28,443939.47 4104875.27,443946.34 4104875.23,443947.17 4104875.1,443947.67 4104874.89,443948.21 4104874.44,443948.61 4104873.94,443948.59 4104870.12,443948.57 4104865.87,443948.55 4104862.2,443948.1 4104861.63,443947.79 4104861.29,443947.23 4104860.95,443946.26 4104860.71,443939.4 4104860.74,443937.57 4104860.75))";"821799";"102632";EDI;USO
"POLYGON ((443803.66 4104972.13,443809.27 4104972.25,443814.88 4104972.37,443815.0 4104965.27,443815.11 4104958.18,443809.41 4104958.04,443803.71 4104957.9,443803.69 4104965.01,443803.66 4104972.13))";"821806";"102632";EDI;USO
"POLYGON ((443794.84 4104346.98,443798.86 4104350.48,443793.51 4104356.62,443799.51 4104361.68,443804.65 4104355.77,443809.79 4104349.86,443804.83 4104345.54,443799.86 4104341.22,443794.84 4104346.98))";"821807";"102632";EDI;USO
"POLYGON ((443770.71 4104382.98,443765.36 4104389.12,443771.36 4104394.18,443776.5 4104388.27,443781.64 4104382.36,443776.68 4104378.04,443771.71 4104373.72,443766.69 4104379.48,443770.71 4104382.98))";"821808";"102632";EDI;USO
"POLYGON ((443742.83 4104414.38,443737.48 4104420.52,443743.48 4104425.58,443748.62 4104419.67,443753.76 4104413.76,443748.8 4104409.44,443743.83 4104405.12,443738.81 4104410.88,443742.83 4104414.38))";"821809";"102632";EDI;USO
"POLYGON ((443711.33 4104433.47,443715.51 4104440.16,443719.68 4104446.85,443725.39 4104443.29,443731.09 4104439.73,443726.7 4104433.31,443722.04 4104436.23,443717.79 4104429.43,443711.33 4104433.47))";"821811";"102632";EDI;USO
"POLYGON ((443300.33 4104765.34,443304.19 4104766.76,443301.83 4104773.15,443310.51 4104776.35,443312.33 4104771.43,443314.15 4104766.5,443315.53 4104762.77,443311.69 4104761.35,443306.75 4104759.53,443302.99 4104758.14,443300.33 4104765.34))";"821812";"102632";EDI;USO
"POLYGON ((443871.1 4104780.08,443871.15 4104786.95,443871.19 4104793.82,443873.29 4104793.98,443874.58 4104794.1,443876.34 4104794.2,443878.1 4104794.2,443880.14 4104794.17,443882.82 4104794.11,443882.77 4104791.64,443882.63 4104783.89,443882.55 4104779.62,443878.73 4104779.65,443876.91 4104779.68,443875.39 4104779.71,443873.2 4104779.89,443871.1 4104780.08))";"821813";"102632";EDI;USO
"POLYGON ((443694.3 4105008.02,443686.89 4105008.71,443679.47 4105009.41,443679.57 4105010.52,443680.04 4105015.5,443680.51 4105020.49,443687.93 4105019.79,443695.34 4105019.1,443694.87 4105014.08,443694.4 4105009.07,443694.3 4105008.02))";"821814";"102632";EDI;USO
"POLYGON ((443518.85 4105664.52,443523.16 4105670.68,443527.47 4105676.84,443533.84 4105672.39,443538.5 4105669.13,443533.5 4105661.98,443528.84 4105665.24,443525.22 4105660.06,443518.85 4105664.52))";"821815";"102632";EDI;USO
"POLYGON ((443534.87 4104819.96,443535.0 4104820.54,443535.31 4104821.05,443535.8 4104821.61,443536.11 4104821.73,443536.66 4104821.82,443538.76 4104821.71,443538.81 4104823.93,443538.98 4104830.59,443548.54 4104830.35,443548.54 4104830.06,443548.53 4104829.76,443548.51 4104829.13,443548.5 4104828.83,443548.49 4104828.5,443548.48 4104827.91,443548.38 4104823.69,443552.52 4104823.59,443552.49 4104822.41,443552.31 4104815.18,443548.17 4104815.3,443548.23 4104817.72,443538.66 4104817.96,443536.7 4104818.07,443535.82 4104818.42,443535.39 4104818.84,443534.87 4104819.96))";"821819";"102632";EDI;USO
"POLYGON ((443520.46 4104851.32,443521.23 4104853.12,443522.0 4104854.91,443524.73 4104861.26,443527.46 4104867.6,443536.2 4104863.84,443533.48 4104857.51,443532.77 4104855.86,443529.98 4104849.38,443529.2 4104847.56,443520.46 4104851.32))";"821821";"102632";EDI;USO
"POLYGON ((443325.42 4104609.24,443335.18 4104602.89,443330.71 4104596.03,443320.95 4104602.37,443325.42 4104609.24))";"821822";"102632";EDI;USO
"POLYGON ((443266.36 4104842.57,443270.96 4104844.29,443272.13 4104844.73,443271.47 4104846.48,443270.69 4104848.52,443270.35 4104849.43,443275.47 4104851.59,443277.18 4104847.48,443278.47 4104844.37,443279.01 4104843.06,443279.83 4104841.09,443281.95 4104836.0,443276.37 4104833.79,443270.79 4104831.57,443268.57 4104837.07,443266.36 4104842.57))";"821823";"102632";EDI;USO
"POLYGON ((443692.28 4104375.62,443697.12 4104380.26,443701.96 4104384.9,443707.42 4104379.21,443712.88 4104373.51,443707.05 4104367.84,443701.51 4104373.65,443697.67 4104369.98,443692.28 4104375.62))";"821824";"102632";EDI;USO
"POLYGON ((443655.47 4104814.81,443655.68 4104818.84,443652.3 4104819.01,443652.66 4104825.93,443656.04 4104825.75,443656.27 4104830.03,443658.9 4104829.89,443664.54 4104829.6,443664.32 4104825.48,443666.14 4104825.38,443665.85 4104819.83,443665.56 4104814.28,443660.52 4104814.55,443655.47 4104814.81))";"821825";"102632";EDI;USO
"POLYGON ((443785.27 4104378.39,443790.38 4104372.45,443795.49 4104366.5,443789.38 4104361.25,443784.36 4104367.08,443780.27 4104363.56,443775.01 4104369.66,443780.14 4104374.03,443785.27 4104378.39))";"821826";"102632";EDI;USO
"POLYGON ((443747.64 4104401.16,443752.77 4104405.53,443757.9 4104409.89,443763.01 4104403.95,443768.12 4104398.0,443762.01 4104392.75,443756.99 4104398.58,443752.9 4104395.06,443747.64 4104401.16))";"821827";"102632";EDI;USO
"POLYGON ((443691.68 4104444.24,443696.11 4104451.07,443700.53 4104457.9,443706.19 4104454.23,443711.84 4104450.56,443707.51 4104443.9,443702.84 4104446.93,443698.39 4104440.08,443691.68 4104444.24))";"821828";"102632";EDI;USO
"POLYGON ((443744.99 4104439.45,443739.73 4104443.61,443734.47 4104447.77,443739.37 4104454.18,443744.26 4104460.58,443750.89 4104455.51,443745.83 4104448.89,443749.86 4104445.8,443744.99 4104439.45))";"821829";"102632";EDI;USO
"POLYGON ((443480.79 4104634.28,443475.27 4104635.59,443469.75 4104636.89,443470.87 4104641.64,443471.56 4104644.58,443472.26 4104647.51,443473.38 4104652.26,443478.9 4104650.96,443484.43 4104649.66,443482.61 4104641.97,443480.79 4104634.28))";"821832";"102632";EDI;USO
"POLYGON ((443537.37 4104772.92,443537.38 4104779.32,443537.39 4104785.71,443537.39 4104788.2,443537.39 4104789.15,443539.21 4104789.15,443539.22 4104793.01,443546.64 4104792.68,443551.15 4104792.48,443551.14 4104789.13,443546.63 4104789.14,443545.91 4104789.14,443545.9 4104781.03,443545.89 4104772.91,443537.37 4104772.92))";"821833";"102632";EDI;USO
"POLYGON ((443669.92 4104555.95,443664.12 4104557.39,443658.32 4104558.82,443659.64 4104564.15,443660.65 4104568.25,443661.97 4104573.56,443667.77 4104572.13,443673.57 4104570.69,443672.26 4104565.38,443671.24 4104561.27,443669.92 4104555.95))";"821835";"102632";EDI;USO
"POLYGON ((443401.83 4104859.63,443403.06 4104867.56,443404.29 4104875.49,443410.03 4104874.6,443415.78 4104873.71,443414.55 4104865.78,443413.33 4104857.85,443407.58 4104858.74,443401.83 4104859.63))";"821836";"102632";EDI;USO
"POLYGON ((443565.73 4104888.21,443565.74 4104888.57,443565.75 4104888.84,443565.76 4104889.11,443565.77 4104889.43,443565.8 4104890.0,443566.0 4104895.49,443570.92 4104895.31,443571.05 4104899.06,443571.52 4104899.04,443572.33 4104899.01,443573.08 4104898.99,443573.51 4104898.97,443573.92 4104898.96,443574.4 4104898.94,443574.46 4104900.47,443574.48 4104900.99,443577.73 4104900.87,443583.88 4104900.64,443583.8 4104898.62,443583.59 4104898.63,443583.39 4104893.1,443583.2 4104887.56,443574.46 4104887.89,443565.73 4104888.21))";"821837";"102632";EDI;USO
"POLYGON ((443538.68 4105590.11,443544.09 4105596.21,443546.76 4105593.84,443549.29 4105596.8,443551.84 4105594.49,443555.98 4105599.07,443560.12 4105603.66,443563.42 4105600.67,443566.81 4105597.61,443564.76 4105595.35,443561.08 4105591.28,443557.41 4105587.22,443554.22 4105590.1,443551.39 4105586.96,443545.47 4105592.31,443541.38 4105587.51,443540.15 4105588.67,443538.68 4105590.11))";"821838";"102632";EDI;USO
"POLYGON ((443570.79 4104548.09,443571.19 4104549.62,443572.26 4104553.66,443573.16 4104557.07,443581.22 4104554.94,443583.9 4104554.24,443586.66 4104553.51,443595.05 4104551.29,443594.15 4104547.88,443593.07 4104543.83,443592.67 4104542.31,443589.73 4104543.09,443583.61 4104544.7,443581.52 4104545.26,443579.17 4104545.88,443573.05 4104547.49,443570.79 4104548.09))";"821839";"102632";EDI;USO
"POLYGON ((443512.19 4105620.99,443515.32 4105623.69,443519.69 4105627.45,443524.06 4105631.21,443527.77 4105626.89,443531.49 4105622.58,443526.43 4105618.22,443529.6 4105614.55,443522.79 4105608.69,443517.49 4105614.84,443512.19 4105620.99))";"821840";"102632";EDI;USO
"POLYGON ((443566.0 4104792.22,443566.24 4104795.07,443567.02 4104804.29,443572.3 4104803.94,443577.59 4104803.58,443576.94 4104795.07,443576.71 4104792.09,443574.81 4104792.11,443574.63 4104788.98,443574.31 4104783.32,443574.0 4104777.66,443565.48 4104778.33,443565.76 4104783.88,443566.05 4104789.42,443566.0 4104792.22))";"821841";"102632";EDI;USO
"POLYGON ((443640.12 4104937.18,443644.5 4104937.25,443652.42 4104937.38,443660.34 4104937.5,443664.9 4104937.57,443664.96 4104933.58,443665.1 4104924.9,443656.84 4104924.77,443648.58 4104924.64,443640.32 4104924.51,443640.18 4104933.19,443640.12 4104937.18))";"821843";"102632";EDI;USO
"POLYGON ((443677.85 4104312.34,443676.33 4104314.0,443677.5 4104315.08,443679.75 4104317.14,443681.28 4104315.48,443684.6 4104318.53,443688.35 4104314.44,443689.36 4104313.34,443687.32 4104311.48,443681.2 4104305.89,443681.01 4104305.72,443679.14 4104307.75,443676.27 4104310.88,443677.85 4104312.34))";"821844";"102632";EDI;USO
"POLYGON ((443489.21 4104635.29,443490.66 4104641.72,443492.11 4104648.15,443495.21 4104647.45,443496.48 4104653.08,443497.75 4104658.71,443494.53 4104659.44,443495.98 4104665.87,443497.44 4104672.29,443503.92 4104670.83,443510.4 4104669.36,443508.94 4104662.93,443507.49 4104656.5,443503.49 4104657.41,443502.22 4104651.78,443500.94 4104646.15,443505.07 4104645.22,443503.61 4104638.79,443502.16 4104632.36,443495.68 4104633.83,443489.21 4104635.29))";"821845";"102632";EDI;USO
"POLYGON ((443350.93 4105507.64,443353.99 4105510.68,443357.46 4105514.13,443363.5 4105520.13,443368.2 4105517.22,443372.9 4105514.31,443376.2 4105512.27,443372.65 4105506.14,443370.79 4105502.93,443366.63 4105495.74,443362.47 4105488.55,443359.02 4105490.36,443357.95 4105492.64,443355.36 4105498.19,443353.14 4105502.91,443350.93 4105507.64))";"821847";"102632";EDI;USO
"POLYGON ((443434.12 4105214.66,443429.91 4105219.42,443427.49 4105222.15,443429.23 4105223.7,443431.62 4105225.83,443432.41 4105226.53,443434.27 4105228.19,443440.96 4105234.15,443443.46 4105236.37,443444.25 4105237.07,443445.23 4105237.93,443447.83 4105240.23,443448.06 4105240.43,443450.17 4105242.3,443452.04 4105243.95,443454.69 4105246.29,443456.88 4105248.23,443459.13 4105250.21,443461.26 4105252.09,443464.61 4105248.34,443467.96 4105244.6,443461.37 4105238.69,443459.93 4105237.39,443458.1 4105235.78,443454.43 4105232.55,443449.41 4105228.14,443447.68 4105226.61,443440.79 4105220.54,443438.73 4105218.73,443434.12 4105214.66))";"821848";"102632";EDI;USO
"POLYGON ((443418.33 4105157.9,443416.21 4105160.23,443411.63 4105165.28,443414.2 4105167.6,443418.45 4105171.43,443421.79 4105174.44,443425.03 4105177.36,443427.42 4105179.52,443430.85 4105182.61,443431.75 4105183.42,443433.52 4105185.0,443436.2 4105187.39,443438.46 4105189.41,443440.87 4105191.56,443442.55 4105193.06,443444.37 4105194.68,443445.36 4105195.57,443448.71 4105191.71,443452.07 4105187.85,443451.35 4105187.21,443448.51 4105184.68,443445.23 4105181.78,443442.81 4105179.64,443440.28 4105177.38,443438.52 4105175.82,443431.74 4105169.79,443431.64 4105169.71,443425.09 4105163.89,443418.33 4105157.9))";"821852";"102632";EDI;USO
"POLYGON ((443438.09 4105210.2,443444.78 4105216.17,443451.45 4105222.13,443455.58 4105225.81,443456.48 4105226.61,443458.2 4105228.15,443462.08 4105231.55,443465.11 4105234.21,443469.59 4105238.12,443471.91 4105240.16,443474.56 4105237.19,443478.69 4105232.57,443471.73 4105226.29,443471.65 4105226.21,443469.6 4105224.39,443469.12 4105223.97,443464.99 4105220.3,443459.22 4105215.19,443458.26 4105214.33,443451.62 4105208.38,443449.98 4105206.92,443448.83 4105205.89,443444.89 4105202.46,443441.49 4105206.33,443438.09 4105210.2))";"821853";"102632";EDI;USO
"POLYGON ((443407.75 4105169.72,443404.32 4105173.57,443400.89 4105177.42,443403.28 4105179.58,443405.68 4105181.74,443406.64 4105182.61,443407.69 4105183.55,443414.38 4105189.55,443420.95 4105195.45,443423.55 4105197.78,443425.44 4105199.47,443425.52 4105199.54,443427.74 4105201.51,443431.68 4105204.99,443434.61 4105207.58,443437.02 4105204.92,443439.48 4105202.09,443441.51 4105199.75,443440.91 4105199.22,443434.86 4105193.83,443428.01 4105187.72,443427.81 4105187.54,443421.37 4105181.82,443414.6 4105175.81,443407.75 4105169.72))";"821855";"102632";EDI;USO
"POLYGON ((443368.52 4104636.76,443369.87 4104643.13,443371.27 4104649.49,443380.92 4104647.44,443379.56 4104641.07,443378.21 4104634.69,443368.52 4104636.76))";"821856";"102632";EDI;USO
"POLYGON ((443552.56 4104343.3,443557.99 4104339.34,443549.66 4104327.93,443544.23 4104331.89,443552.56 4104343.3))";"821857";"102632";EDI;USO
"POLYGON ((443534.11 4104355.78,443538.86 4104352.63,443530.93 4104340.68,443526.18 4104343.83,443534.11 4104355.78))";"821858";"102632";EDI;USO
"POLYGON ((443515.89 4104368.02,443520.77 4104364.41,443512.44 4104353.14,443507.56 4104356.74,443515.89 4104368.02))";"821859";"102632";EDI;USO
"POLYGON ((443498.08 4104380.02,443503.3 4104376.54,443496.59 4104366.47,443491.37 4104369.95,443498.08 4104380.02))";"821860";"102632";EDI;USO
"POLYGON ((443479.77 4104392.79,443484.79 4104389.2,443478.45 4104380.34,443473.43 4104383.93,443479.77 4104392.79))";"821861";"102632";EDI;USO
"POLYGON ((443461.82 4104403.59,443466.61 4104400.3,443460.08 4104390.81,443455.29 4104394.1,443461.82 4104403.59))";"821862";"102632";EDI;USO
"POLYGON ((443484.57 4104431.59,443476.93 4104422.11,443471.52 4104426.47,443479.16 4104435.95,443484.57 4104431.59))";"821863";"102632";EDI;USO
