WKT;GID;ID_HOJA;TIPO;ESTADO
"POLYGON ((445949.45 4107948.84,445957.43 4107942.44,445949.01 4107930.86,445940.59 4107919.27,445944.7 4107916.14,445939.19 4107910.2,445938.43 4107909.53,445926.36 4107917.42,445937.91 4107933.13,445949.45 4107948.84))";"824173";"102632";EDI;USO
"POLYGON ((445720.77 4108858.8,445721.28 4108870.23,445734.75 4108869.63,445748.22 4108869.02,445747.7 4108857.59,445734.24 4108858.2,445720.77 4108858.8))";"824174";"102632";EDI;USO
"POLYGON ((445742.29 4108724.91,445725.65 4108717.89,445709.0 4108710.86,445706.0 4108717.51,445706.79 4108717.68,445711.66 4108719.79,445710.0 4108724.26,445707.6 4108723.46,445702.79 4108735.44,445697.97 4108747.41,445698.91 4108747.88,445714.43 4108755.81,445718.05 4108748.36,445721.75 4108749.64,445730.34 4108728.27,445738.67 4108731.94,445742.29 4108724.91))";"824175";"102632";EDI;USO
"POLYGON ((445614.35 4108669.68,445601.78 4108664.45,445589.21 4108659.22,445585.23 4108668.81,445597.8 4108674.04,445610.37 4108679.26,445614.35 4108669.68))";"824176";"102632";EDI;USO
"POLYGON ((445584.7 4108679.3,445583.0 4108701.37,445581.3 4108723.44,445591.14 4108724.2,445592.84 4108702.13,445594.54 4108680.06,445584.7 4108679.3))";"824177";"102632";EDI;USO
"POLYGON ((445639.06 4108775.21,445659.34 4108775.82,445659.64 4108765.9,445646.6 4108765.51,445633.56 4108765.12,445633.34 4108772.52,445639.24 4108772.7,445639.06 4108775.21))";"824178";"102632";EDI;USO
"POLYGON ((446038.44 4108439.6,446048.62 4108456.3,446058.79 4108472.99,446065.96 4108468.62,446062.96 4108463.69,446068.5 4108460.32,446065.89 4108456.04,446072.66 4108451.91,446069.22 4108446.26,446073.25 4108443.8,446069.87 4108438.26,446063.15 4108442.36,446060.29 4108437.67,446062.71 4108436.19,446059.87 4108431.54,446046.64 4108439.6,446044.38 4108435.89,446038.44 4108439.6))";"824179";"102632";EDI;USO
"POLYGON ((445655.75 4108230.79,445636.05 4108253.24,445633.75 4108274.07,445631.45 4108294.89,445640.67 4108293.19,445641.18 4108292.21,445646.81 4108276.29,445652.44 4108260.36,445658.3 4108257.83,445666.66 4108254.13,445673.71 4108251.05,445671.06 4108244.77,445663.51 4108236.93,445658.98 4108233.34,445655.75 4108230.79))";"824180";"102632";EDI;USO
"POLYGON ((442149.55 4106433.3,442157.98 4106438.28,442164.77 4106426.8,442156.34 4106421.81,442149.55 4106433.3))";"824181";"102632";EDI;USO
"POLYGON ((445122.03 4108039.77,445137.64 4108027.14,445153.24 4108014.52,445168.85 4108001.89,445184.46 4107989.27,445200.06 4107976.64,445215.67 4107964.01,445231.27 4107951.39,445246.88 4107938.76,445241.89 4107933.06,445226.27 4107945.72,445210.66 4107958.37,445195.04 4107971.03,445179.43 4107983.68,445163.81 4107996.34,445148.19 4108008.99,445132.58 4108021.65,445116.96 4108034.3,445122.03 4108039.77))";"824182";"102632";EDI;USO
"POLYGON ((445129.1 4108049.08,445129.51 4108049.78,445134.64 4108055.65,445135.51 4108054.8,445148.53 4108042.61,445161.54 4108030.42,445178.98 4108016.23,445177.72 4108014.0,445188.07 4108005.54,445198.43 4107997.09,445208.78 4107988.63,445219.13 4107980.17,445221.21 4107978.59,445231.84 4107969.85,445243.91 4107960.54,445255.97 4107951.22,445250.22 4107944.43,445230.92 4107960.16,445211.62 4107975.9,445192.31 4107991.63,445173.01 4108007.36,445174.14 4108008.68,445162.73 4108018.04,445151.31 4108027.39,445140.21 4108038.24,445129.1 4108049.08))";"824183";"102632";EDI;USO
"POLYGON ((445566.37 4107882.44,445562.54 4107869.06,445558.71 4107855.67,445549.68 4107858.25,445553.51 4107871.64,445557.34 4107885.02,445566.37 4107882.44))";"824184";"102632";EDI;USO
"POLYGON ((443250.39 4106775.82,443233.06 4106790.48,443215.73 4106805.13,443225.91 4106817.17,443243.24 4106802.51,443260.57 4106787.86,443250.39 4106775.82))";"824185";"102632";EDI;USO
"POLYGON ((443242.22 4106832.57,443252.91 4106844.83,443270.1 4106829.84,443287.29 4106814.85,443276.6 4106802.59,443259.41 4106817.58,443242.22 4106832.57))";"824186";"102632";EDI;USO
"POLYGON ((443297.89 4106833.65,443286.56 4106843.47,443275.22 4106853.28,443285.88 4106865.59,443297.22 4106855.78,443308.55 4106845.96,443297.89 4106833.65))";"824187";"102632";EDI;USO
"POLYGON ((443301.91 4106877.66,443310.87 4106888.71,443321.81 4106879.84,443332.74 4106870.97,443323.78 4106859.92,443312.85 4106868.79,443301.91 4106877.66))";"824188";"102632";EDI;USO
"POLYGON ((443345.82 4106887.34,443334.83 4106898.05,443323.83 4106908.76,443335.03 4106920.25,443346.02 4106909.54,443357.01 4106898.83,443345.82 4106887.34))";"824189";"102632";EDI;USO
"POLYGON ((443339.17 4106943.63,443348.9 4106955.08,443365.25 4106941.2,443381.59 4106927.31,443371.86 4106915.86,443355.52 4106929.75,443339.17 4106943.63))";"824190";"102632";EDI;USO
"POLYGON ((443393.23 4106945.21,443383.44 4106953.24,443373.64 4106961.27,443363.85 4106969.3,443354.05 4106977.33,443363.73 4106989.14,443373.53 4106981.11,443383.32 4106973.08,443393.12 4106965.05,443402.91 4106957.02,443393.23 4106945.21))";"824191";"102632";EDI;USO
"POLYGON ((443402.99 4107042.57,443403.27 4107026.96,443390.44 4107026.73,443377.62 4107026.5,443364.79 4107026.27,443351.96 4107026.04,443351.67 4107041.64,443364.5 4107041.87,443377.33 4107042.11,443390.16 4107042.34,443402.99 4107042.57))";"824192";"102632";EDI;USO
"POLYGON ((443319.9 4107032.79,443328.49 4107019.85,443317.25 4107012.39,443306.01 4107004.93,443294.77 4106997.46,443283.53 4106990.0,443274.94 4107002.94,443286.18 4107010.4,443297.42 4107017.87,443308.66 4107025.33,443319.9 4107032.79))";"824193";"102632";EDI;USO
"POLYGON ((443263.26 4106979.64,443274.36 4106970.89,443285.45 4106962.13,443296.55 4106953.38,443307.64 4106944.62,443298.11 4106932.55,443287.02 4106941.31,443275.93 4106950.07,443264.83 4106958.82,443253.74 4106967.58,443263.26 4106979.64))";"824194";"102632";EDI;USO
"POLYGON ((443290.73 4106911.06,443281.05 4106899.43,443269.78 4106908.82,443258.51 4106918.21,443247.24 4106927.59,443235.97 4106936.98,443245.65 4106948.6,443256.92 4106939.22,443268.19 4106929.83,443279.46 4106920.45,443290.73 4106911.06))";"824195";"102632";EDI;USO
"POLYGON ((443844.28 4107889.7,443832.35 4107905.05,443820.41 4107920.39,443830.99 4107928.62,443842.93 4107913.28,443854.86 4107897.93,443844.28 4107889.7))";"824196";"102632";EDI;USO
"POLYGON ((443728.46 4107948.0,443727.3 4107950.03,443723.83 4107955.08,443725.14 4107956.29,443730.85 4107965.46,443731.74 4107964.74,443734.78 4107961.22,443735.91 4107962.74,443753.47 4107976.39,443752.35 4107977.88,443749.05 4107982.66,443747.61 4107981.68,443741.56 4107976.68,443740.62 4107977.85,443737.14 4107981.56,443738.45 4107982.67,443753.7 4107993.44,443768.94 4108004.2,443771.18 4108002.71,443777.56 4107994.41,443774.81 4107992.85,443764.35 4107985.63,443765.19 4107984.55,443769.34 4107979.54,443759.12 4107971.66,443748.9 4107963.77,443738.68 4107955.89,443728.46 4107948.0))";"824198";"102632";EDI;USO
"POLYGON ((443875.81 4108144.23,443892.13 4108153.07,443908.44 4108161.91,443924.76 4108170.75,443941.07 4108179.59,443944.88 4108172.55,443928.57 4108163.71,443912.25 4108154.88,443895.94 4108146.04,443879.62 4108137.2,443875.81 4108144.23))";"824199";"102632";EDI;USO
"POLYGON ((443938.53 4108190.7,443919.43 4108181.26,443900.32 4108171.82,443881.22 4108162.38,443862.11 4108152.94,443856.91 4108163.47,443876.01 4108172.91,443895.12 4108182.35,443914.22 4108191.79,443933.32 4108201.23,443938.53 4108190.7))";"824200";"102632";EDI;USO
"POLYGON ((444148.55 4108280.79,444140.45 4108295.08,444132.36 4108309.37,444141.29 4108314.43,444149.39 4108300.14,444157.48 4108285.85,444148.55 4108280.79))";"824201";"102632";EDI;USO
"POLYGON ((443664.38 4107965.01,443658.88 4107976.43,443653.37 4107987.85,443656.91 4107989.56,443662.42 4107978.14,443667.92 4107966.72,443664.38 4107965.01))";"824202";"102632";EDI;USO
"POLYGON ((443395.98 4107647.94,443405.34 4107662.69,443425.67 4107649.8,443445.99 4107636.9,443436.63 4107622.14,443416.31 4107635.04,443395.98 4107647.94))";"824203";"102632";EDI;USO
"POLYGON ((443289.26 4106574.49,443296.42 4106585.42,443303.58 4106596.34,443312.78 4106590.31,443305.62 4106579.39,443298.46 4106568.46,443289.26 4106574.49))";"824204";"102632";EDI;USO
"POLYGON ((444944.64 4107871.58,444954.86 4107857.71,444965.08 4107843.84,444975.3 4107829.96,444985.52 4107816.09,444972.07 4107806.18,444958.61 4107796.26,444948.39 4107810.13,444938.17 4107824.01,444927.95 4107837.88,444917.73 4107851.75,444931.19 4107861.67,444944.64 4107871.58))";"824205";"102632";EDI;USO
"POLYGON ((444923.16 4107823.29,444932.01 4107811.09,444940.86 4107798.88,444933.13 4107793.27,444930.13 4107797.4,444922.91 4107792.17,444928.6 4107784.32,444918.96 4107777.33,444907.26 4107793.47,444895.56 4107809.6,444903.35 4107815.25,444918.29 4107797.01,444919.07 4107797.81,444926.4 4107802.74,444925.24 4107804.24,444915.54 4107816.65,444923.16 4107823.29))";"824206";"102632";EDI;USO
"POLYGON ((444880.4 4107817.86,444881.59 4107815.55,444889.34 4107804.63,444897.09 4107793.7,444904.83 4107782.78,444912.58 4107771.85,444911.41 4107771.32,444889.98 4107765.12,444877.74 4107760.5,444876.76 4107761.14,444868.3 4107777.01,444867.62 4107776.21,444864.81 4107774.65,444863.65 4107776.24,444850.33 4107797.15,444865.37 4107807.51,444880.4 4107817.86))";"824207";"102632";EDI;USO
"POLYGON ((445059.34 4107915.63,445067.6 4107904.85,445075.85 4107894.06,445066.53 4107886.92,445058.28 4107897.71,445050.02 4107908.49,445059.34 4107915.63))";"824208";"102632";EDI;USO
"POLYGON ((445089.06 4107875.4,445097.85 4107864.23,445106.64 4107853.06,445098.05 4107846.3,445089.26 4107857.47,445080.47 4107868.64,445089.06 4107875.4))";"824209";"102632";EDI;USO
"POLYGON ((445049.13 4107691.62,445055.31 4107679.25,445061.48 4107666.88,445067.66 4107654.51,445073.84 4107642.15,445080.01 4107629.78,445086.19 4107617.41,445092.36 4107605.04,445098.54 4107592.67,445091.91 4107589.36,445085.73 4107601.73,445079.56 4107614.1,445073.38 4107626.47,445067.21 4107638.84,445061.03 4107651.2,445054.85 4107663.57,445048.68 4107675.94,445042.5 4107688.31,445049.13 4107691.62))";"824210";"102632";EDI;USO
"POLYGON ((444996.11 4107543.93,444980.63 4107536.08,444965.15 4107528.22,444963.77 4107530.71,444958.54 4107539.8,444973.13 4107545.7,444987.72 4107551.6,444996.11 4107543.93))";"824211";"102632";EDI;USO
"POLYGON ((445073.58 4107403.81,445057.59 4107387.48,445041.59 4107371.15,445025.6 4107354.81,445009.6 4107338.48,445003.98 4107343.97,445019.98 4107360.3,445035.98 4107376.64,445051.97 4107392.97,445067.97 4107409.3,445073.58 4107403.81))";"824212";"102632";EDI;USO
"POLYGON ((444940.78 4107278.81,444950.91 4107260.61,444961.03 4107242.4,444953.89 4107238.43,444943.77 4107256.64,444933.64 4107274.84,444940.78 4107278.81))";"824213";"102632";EDI;USO
"POLYGON ((445351.7 4107397.03,445356.07 4107390.2,445337.99 4107378.63,445319.91 4107367.06,445315.54 4107373.89,445333.62 4107385.46,445351.7 4107397.03))";"824214";"102632";EDI;USO
"POLYGON ((445312.91 4107361.94,445301.72 4107355.56,445290.53 4107349.18,445287.09 4107355.2,445298.29 4107361.59,445309.48 4107367.97,445312.91 4107361.94))";"824215";"102632";EDI;USO
"POLYGON ((445884.04 4107380.95,445879.23 4107380.46,445877.43 4107398.3,445875.62 4107416.14,445880.44 4107416.63,445882.24 4107398.79,445884.04 4107380.95))";"824216";"102632";EDI;USO
"POLYGON ((445236.43 4107361.07,445235.58 4107361.62,445221.48 4107372.0,445207.38 4107382.39,445193.28 4107392.77,445179.18 4107403.15,445184.83 4107411.16,445187.16 4107409.66,445201.23 4107399.67,445215.3 4107389.68,445229.36 4107379.69,445243.43 4107369.7,445242.66 4107368.76,445236.43 4107361.07))";"824217";"102632";EDI;USO
"POLYGON ((444411.07 4108128.47,444407.9 4108145.17,444404.72 4108161.87,444425.91 4108165.9,444429.09 4108149.2,444432.26 4108132.5,444411.07 4108128.47))";"824218";"102632";EDI;USO
"POLYGON ((444338.95 4108198.31,444330.83 4108200.6,444334.97 4108215.29,444339.11 4108229.97,444343.24 4108244.66,444347.38 4108259.34,444355.5 4108257.06,444351.36 4108242.37,444347.23 4108227.69,444343.09 4108213.0,444338.95 4108198.31))";"824219";"102632";EDI;USO
"POLYGON ((444109.39 4108400.1,444115.29 4108404.31,444122.58 4108394.11,444129.88 4108383.9,444137.17 4108373.7,444144.46 4108363.49,444138.56 4108359.28,444131.27 4108369.49,444123.98 4108379.69,444116.68 4108389.9,444109.39 4108400.1))";"824220";"102632";EDI;USO
"POLYGON ((442119.96 4107879.15,442123.24 4107874.41,442125.76 4107870.77,442117.26 4107864.91,442110.45 4107874.77,442118.95 4107880.63,442119.96 4107879.15))";"824221";"102632";EDI;USO
"POLYGON ((442113.47 4106738.25,442118.38 4106741.1,442121.81 4106735.2,442116.9 4106732.35,442113.47 4106738.25))";"824222";"102632";EDI;USO
"POLYGON ((442228.74 4108804.65,442234.67 4108809.61,442244.51 4108797.85,442238.58 4108792.89,442228.74 4108804.65))";"824223";"102632";EDI;USO
"POLYGON ((442117.2 4106303.03,442115.58 4106311.69,442137.95 4106318.3,442145.63 4106305.07,442143.78 4106303.71,442126.91 4106289.52,442126.2 4106290.54,442119.96 4106298.64,442121.24 4106299.68,442127.21 4106305.45,442126.58 4106306.17,442124.46 4106308.65,442117.2 4106303.03))";"824224";"102632";EDI;USO
"POLYGON ((442119.29 4107736.22,442124.33 4107739.9,442130.35 4107731.64,442125.31 4107727.97,442119.29 4107736.22))";"824225";"102632";EDI;USO
"POLYGON ((442121.4 4107982.42,442135.03 4107990.55,442139.81 4107982.54,442126.17 4107974.42,442121.4 4107982.42))";"824226";"102632";EDI;USO
"POLYGON ((442126.57 4106678.76,442128.75 4106675.34,442123.64 4106672.06,442121.45 4106675.48,442126.57 4106678.76))";"824227";"102632";EDI;USO
"POLYGON ((442132.53 4106422.94,442146.12 4106430.73,442148.33 4106426.88,442134.74 4106419.09,442132.53 4106422.94))";"824228";"102632";EDI;USO
"POLYGON ((442143.81 4107749.92,442150.61 4107737.62,442145.26 4107734.66,442138.45 4107746.96,442143.81 4107749.92))";"824229";"102632";EDI;USO
"POLYGON ((442150.99 4106284.44,442148.58 4106291.98,442149.53 4106292.36,442157.3 4106295.24,442176.63 4106298.05,442176.42 4106288.61,442160.11 4106287.36,442151.59 4106283.85,442150.99 4106284.44))";"824230";"102632";EDI;USO
"POLYGON ((442162.02 4106766.87,442165.31 4106760.34,442162.12 4106758.73,442158.83 4106765.26,442162.02 4106766.87))";"824231";"102632";EDI;USO
"POLYGON ((442253.16 4106506.86,442258.84 4106509.86,442261.2 4106505.39,442255.52 4106502.39,442253.16 4106506.86))";"824232";"102632";EDI;USO
"POLYGON ((442171.13 4106608.86,442174.53 4106604.04,442178.01 4106599.15,442181.51 4106594.21,442185.02 4106589.29,442188.49 4106584.39,442192.47 4106578.78,442201.93 4106565.54,442211.38 4106552.3,442220.84 4106539.05,442230.29 4106525.81,442235.11 4106510.91,442233.17 4106509.89,442228.93 4106506.99,442217.49 4106523.59,442206.05 4106540.19,442194.61 4106556.78,442162.45 4106602.69,442163.92 4106603.73,442168.64 4106607.1,442171.13 4106608.86))";"824235";"102632";EDI;USO
"POLYGON ((442164.07 4108692.85,442168.19 4108696.76,442175.95 4108688.6,442171.83 4108684.68,442164.07 4108692.85))";"824236";"102632";EDI;USO
"POLYGON ((442169.86 4106610.56,442168.97 4106610.08,442166.85 4106613.52,442175.07 4106618.43,442183.29 4106623.33,442191.51 4106628.23,442194.11 4106624.27,442188.07 4106620.68,442182.03 4106617.09,442175.5 4106613.59,442169.86 4106610.56))";"824237";"102632";EDI;USO
"POLYGON ((442177.96 4107952.29,442180.38 4107947.54,442182.81 4107942.79,442175.19 4107938.86,442171.96 4107945.42,442170.41 4107948.56,442174.43 4107950.54,442177.96 4107952.29))";"824238";"102632";EDI;USO
"POLYGON ((442173.87 4106701.01,442177.59 4106703.2,442184.15 4106692.05,442180.43 4106689.86,442173.87 4106701.01))";"824239";"102632";EDI;USO
"POLYGON ((442177.32 4107972.74,442183.84 4107975.89,442186.99 4107969.37,442180.46 4107966.22,442177.32 4107972.74))";"824240";"102632";EDI;USO
"POLYGON ((442179.22 4108294.28,442186.16 4108292.81,442184.43 4108284.68,442177.49 4108286.16,442179.22 4108294.28))";"824241";"102632";EDI;USO
"POLYGON ((442187.72 4107358.02,442196.31 4107362.69,442205.38 4107346.02,442203.6 4107345.05,442196.79 4107341.34,442187.72 4107358.02))";"824242";"102632";EDI;USO
"POLYGON ((442198.77 4107200.71,442194.76 4107207.2,442196.48 4107208.76,442202.4 4107214.17,442203.11 4107213.49,442204.89 4107210.87,442205.57 4107211.41,442216.71 4107219.57,442216.13 4107220.2,442213.37 4107223.9,442214.0 4107224.43,442220.18 4107229.12,442221.44 4107228.17,442232.45 4107219.31,442237.36 4107215.36,442238.6 4107213.15,442247.78 4107198.99,442249.25 4107197.01,442253.23 4107192.4,442255.28 4107190.95,442265.04 4107183.85,442263.91 4107182.01,442259.02 4107175.79,442256.42 4107177.65,442248.14 4107183.22,442246.35 4107185.07,442238.93 4107198.86,442237.8 4107197.93,442232.16 4107193.56,442231.18 4107195.13,442224.0 4107204.07,442225.26 4107205.19,442231.08 4107209.96,442229.65 4107211.41,442226.13 4107216.55,442224.65 4107215.84,442210.39 4107205.9,442209.72 4107206.98,442208.83 4107208.42,442198.77 4107200.71))";"824245";"102632";EDI;USO
"POLYGON ((442204.21 4106627.46,442208.56 4106633.35,442212.92 4106639.24,442214.27 4106640.1,442214.5 4106640.25,442219.3 4106643.44,442223.24 4106646.05,442223.46 4106646.19,442223.7 4106646.35,442226.79 4106640.15,442233.63 4106626.77,442230.43 4106624.63,442223.6 4106638.34,442222.08 4106641.01,442214.45 4106636.67,442216.03 4106635.21,442211.27 4106629.2,442206.52 4106623.19,442204.21 4106627.46))";"824246";"102632";EDI;USO
"POLYGON ((442226.01 4107265.69,442230.25 4107268.96,442236.13 4107261.33,442231.9 4107258.06,442226.01 4107265.69))";"824247";"102632";EDI;USO
"POLYGON ((442230.57 4106602.94,442229.6 4106602.47,442227.66 4106606.44,442240.63 4106612.79,442242.58 4106608.82,442230.57 4106602.94))";"824248";"102632";EDI;USO
"POLYGON ((442229.06 4106545.24,442238.81 4106553.04,442240.99 4106550.31,442231.25 4106542.51,442229.06 4106545.24))";"824249";"102632";EDI;USO
"POLYGON ((442229.72 4107057.68,442250.18 4107067.41,442253.29 4107060.86,442232.83 4107051.14,442229.72 4107057.68))";"824250";"102632";EDI;USO
"POLYGON ((442232.43 4108657.36,442230.96 4108660.31,442235.69 4108662.4,442244.23 4108666.17,442245.58 4108662.86,442232.43 4108657.36))";"824251";"102632";EDI;USO
"POLYGON ((442237.99 4107814.35,442241.81 4107806.78,442237.22 4107804.46,442233.4 4107812.03,442237.99 4107814.35))";"824252";"102632";EDI;USO
"POLYGON ((442236.52 4107639.41,442244.34 4107643.3,442246.62 4107638.25,442248.91 4107633.2,442244.45 4107630.92,442242.21 4107635.58,442239.17 4107634.1,442236.52 4107639.41))";"824253";"102632";EDI;USO
"POLYGON ((442238.24 4106531.81,442244.43 4106534.75,442249.53 4106523.1,442251.76 4106518.54,442246.06 4106515.77,442242.49 4106523.09,442238.24 4106531.81))";"824254";"102632";EDI;USO
"POLYGON ((442252.79 4107731.21,442244.58 4107739.86,442254.54 4107745.87,442268.28 4107727.78,442266.0 4107725.14,442268.85 4107722.32,442260.25 4107714.97,442254.81 4107721.52,442258.56 4107725.14,442252.79 4107731.21))";"824255";"102632";EDI;USO
"POLYGON ((442247.59 4108035.39,442245.31 4108044.95,442252.46 4108046.66,442254.74 4108037.09,442247.59 4108035.39))";"824256";"102632";EDI;USO
"POLYGON ((442245.33 4108144.35,442253.67 4108147.1,442256.0 4108139.55,442261.92 4108141.56,442263.7 4108135.67,442257.67 4108134.09,442260.12 4108126.15,442251.81 4108123.45,442249.65 4108130.41,442247.49 4108137.38,442245.33 4108144.35))";"824257";"102632";EDI;USO
"POLYGON ((442246.61 4106586.95,442252.3 4106589.89,442254.61 4106591.09,442262.62 4106595.22,442265.85 4106596.89,442266.75 4106595.16,442270.76 4106587.36,442267.35 4106585.6,442263.51 4106593.04,442256.56 4106589.45,442258.99 4106584.71,442250.13 4106580.14,442246.61 4106586.95))";"824258";"102632";EDI;USO
"POLYGON ((442259.4 4107600.97,442253.91 4107610.26,442261.59 4107614.81,442262.1 4107613.93,442267.73 4107604.44,442260.05 4107599.89,442259.4 4107600.97))";"824259";"102632";EDI;USO
"POLYGON ((442257.13 4106825.94,442255.94 4106828.83,442259.38 4106830.25,442260.57 4106827.35,442257.13 4106825.94))";"824260";"102632";EDI;USO
"POLYGON ((442261.67 4107912.91,442267.25 4107915.43,442270.47 4107908.32,442264.89 4107905.79,442261.67 4107912.91))";"824261";"102632";EDI;USO
"POLYGON ((442262.79 4108618.19,442267.4 4108623.23,442272.37 4108618.69,442267.76 4108613.65,442262.79 4108618.19))";"824262";"102632";EDI;USO
"POLYGON ((442263.42 4108248.17,442269.54 4108253.12,442273.28 4108248.48,442267.15 4108243.54,442263.42 4108248.17))";"824263";"102632";EDI;USO
"POLYGON ((442265.23 4107708.98,442273.21 4107715.92,442270.38 4107719.33,442278.88 4107726.32,442286.82 4107717.12,442284.74 4107715.78,442270.47 4107703.19,442268.51 4107705.04,442265.23 4107708.98))";"824264";"102632";EDI;USO
"POLYGON ((442270.58 4107598.98,442274.24 4107599.34,442270.46 4107606.64,442280.4 4107608.6,442280.89 4107607.52,442282.82 4107600.19,442276.93 4107599.41,442277.02 4107598.15,442278.45 4107590.06,442279.35 4107590.14,442286.81 4107589.92,442287.12 4107588.22,442289.16 4107577.19,442304.27 4107579.31,442313.78 4107576.87,442314.05 4107576.02,442313.88 4107570.54,442309.76 4107571.77,442309.8 4107558.37,442309.81 4107556.5,442307.74 4107557.09,442285.14 4107564.54,442285.47 4107565.91,442287.35 4107573.65,442277.29 4107574.88,442274.81 4107588.95,442273.19 4107588.78,442267.97 4107588.18,442266.77 4107598.61,442270.58 4107598.98))";"824265";"102632";EDI;USO
"POLYGON ((442270.04 4107942.98,442268.67 4107942.74,442267.08 4107951.92,442272.22 4107952.81,442279.56 4107954.09,442281.15 4107944.91,442270.04 4107942.98))";"824267";"102632";EDI;USO
"POLYGON ((442286.15 4106645.86,442284.43 4106649.06,442283.2 4106651.35,442281.92 4106653.74,442280.69 4106656.03,442280.22 4106656.91,442278.99 4106659.2,442276.15 4106664.49,442273.32 4106669.77,442271.42 4106673.3,442270.81 4106674.45,442272.2 4106675.2,442278.94 4106678.82,442285.68 4106682.44,442292.42 4106686.05,442297.06 4106688.16,442301.7 4106690.26,442302.8 4106690.76,442311.05 4106673.77,442310.69 4106673.58,442302.14 4106668.97,442293.59 4106664.36,442296.6 4106658.75,442299.61 4106653.13,442296.08 4106651.22,442292.57 4106649.33,442286.83 4106646.23,442286.15 4106645.86))";"824268";"102632";EDI;USO
"POLYGON ((442276.18 4107743.33,442286.02 4107751.94,442288.71 4107750.0,442294.39 4107745.39,442303.16 4107738.28,442305.43 4107735.93,442315.76 4107725.54,442311.24 4107721.52,442319.03 4107708.04,442317.59 4107707.37,442308.48 4107701.58,442307.4 4107702.58,442300.11 4107715.11,442297.72 4107718.07,442307.26 4107727.72,442297.52 4107737.51,442291.48 4107731.63,442297.51 4107724.17,442295.01 4107721.45,442288.24 4107729.87,442274.6 4107741.67,442276.18 4107743.33))";"824269";"102632";EDI;USO
"POLYGON ((442275.41 4108629.19,442282.71 4108641.57,442290.74 4108636.84,442283.45 4108624.46,442275.41 4108629.19))";"824270";"102632";EDI;USO
"POLYGON ((442275.52 4108016.25,442281.36 4108020.25,442293.68 4108002.24,442287.83 4107998.24,442275.52 4108016.25))";"824271";"102632";EDI;USO
"POLYGON ((442789.2 4106899.3,442794.05 4106904.57,442804.69 4106894.76,442799.83 4106889.49,442789.2 4106899.3))";"824272";"102632";EDI;USO
"POLYGON ((442799.01 4106527.44,442789.33 4106539.58,442795.49 4106544.49,442805.17 4106532.35,442799.01 4106527.44))";"824273";"102632";EDI;USO
"POLYGON ((442308.34 4106692.45,442326.27 4106700.61,442344.2 4106708.76,442362.12 4106716.92,442380.05 4106725.07,442384.5 4106715.28,442366.57 4106707.13,442348.65 4106698.97,442330.72 4106690.82,442312.79 4106682.66,442308.34 4106692.45))";"824275";"102632";EDI;USO
"POLYGON ((442312.08 4108001.97,442310.69 4108008.07,442309.3 4108014.18,442312.18 4108014.87,442311.05 4108019.92,442316.35 4108021.08,442318.42 4108011.98,442316.19 4108011.48,442315.28 4108011.28,442317.17 4108003.2,442312.08 4108001.97))";"824276";"102632";EDI;USO
"POLYGON ((442312.89 4108634.8,442319.71 4108644.87,442336.68 4108633.38,442329.87 4108623.31,442312.89 4108634.8))";"824277";"102632";EDI;USO
"POLYGON ((442314.88 4106603.25,442321.26 4106606.05,442322.15 4106604.02,442325.23 4106597.02,442328.83 4106588.87,442328.92 4106588.66,442330.91 4106584.11,442324.54 4106581.3,442321.13 4106589.05,442317.72 4106596.79,442315.83 4106601.1,442314.88 4106603.25))";"824278";"102632";EDI;USO
"POLYGON ((442314.97 4107638.99,442330.24 4107654.94,442336.27 4107649.17,442320.99 4107633.22,442314.97 4107638.99))";"824279";"102632";EDI;USO
"POLYGON ((442316.93 4106674.14,442334.98 4106682.18,442353.04 4106690.23,442371.09 4106698.27,442389.14 4106706.31,442393.28 4106697.01,442375.23 4106688.97,442357.18 4106680.93,442339.12 4106672.89,442321.07 4106664.85,442316.93 4106674.14))";"824280";"102632";EDI;USO
"POLYGON ((442323.94 4106657.84,442342.18 4106665.87,442360.43 4106673.9,442378.67 4106681.92,442396.91 4106689.95,442402.02 4106678.35,442383.78 4106670.32,442365.54 4106662.29,442347.29 4106654.26,442329.05 4106646.23,442323.94 4106657.84))";"824281";"102632";EDI;USO
"POLYGON ((442326.86 4106748.37,442332.61 4106747.35,442331.91 4106743.42,442326.16 4106744.44,442326.86 4106748.37))";"824282";"102632";EDI;USO
"POLYGON ((442327.9 4106568.74,442331.71 4106570.9,442338.43 4106559.04,442334.62 4106556.89,442327.9 4106568.74))";"824283";"102632";EDI;USO
"POLYGON ((442339.29 4107638.61,442349.13 4107626.95,442339.38 4107618.73,442338.39 4107617.89,442328.55 4107629.55,442339.29 4107638.61))";"824284";"102632";EDI;USO
"POLYGON ((442330.85 4107668.94,442340.67 4107676.32,442352.67 4107660.34,442342.85 4107652.97,442330.85 4107668.94))";"824285";"102632";EDI;USO
"POLYGON ((442332.74 4106546.83,442338.57 4106549.12,442343.21 4106535.45,442342.49 4106535.12,442337.71 4106533.1,442333.4 4106545.0,442332.74 4106546.83))";"824286";"102632";EDI;USO
